question_id,original_question,subject,similar_question_text,original_similarity_score,summarized_solution_approach,conceptual_similarity_score,structural_similarity_score,difficulty_alignment_score,solution_approach_transferability_score,total_score,evaluation_notes,processing_time,error,timestamp
006d7,"माना A = $\begin{pmatrix} 1+i & 1 \ -i & 0 \end{pmatrix}$, जहाँ i = √-1 है। तो समुच्चय { n ∈ {1,2,......,100} : $A^n$ = A} में अवयवों की संख्या है _______ The image shows a mathematical expression defining a matrix A and a set condition. The matrix A is a 2x2 matrix with elements 1+i, 1, -i, and 0, where i is defined as the square root of -1. The problem asks to find the number of elements in the set of n belonging to {1, 2, ..., 100} such that A to the power of n equals A.",Mathematics,"Let $$A = \left( {\matrix{ {1 + i} & 1 \cr { - i} & 0 \cr } } \right)$$ where $$i = \sqrt { - 1} $$. Then, the number of elements in the set { n $$\in$$ {1, 2, ......, 100} : A n = A } is ____________.",0.98,"First, the solution calculates A^2 and A^4. It finds that A^4 equals the identity matrix I. Consequently, A^5 = A, A^9 = A, and so on. The values of n for which A^n = A are 1, 5, 9, ..., 97. The number of such values of n is 25.",100,100,100,100,100,"The similar question is an exact match to the original question in terms of concept, structure, and difficulty. The solution approach is directly transferable and applicable to the original question without any modifications.",14595,,2025-08-21 20:39:48
006d7,"माना A = $\begin{pmatrix} 1+i & 1 \ -i & 0 \end{pmatrix}$, जहाँ i = √-1 है। तो समुच्चय { n ∈ {1,2,......,100} : $A^n$ = A} में अवयवों की संख्या है _______ The image shows a mathematical expression defining a matrix A and a set condition. The matrix A is a 2x2 matrix with elements 1+i, 1, -i, and 0, where i is defined as the square root of -1. The problem asks to find the number of elements in the set of n belonging to {1, 2, ..., 100} such that A to the power of n equals A.",Mathematics,"Let $$A = \left( {\matrix{ {1 + i} & 1 \cr { - i} & 0 \cr } } \right)$$ where $$i = \sqrt { - 1} $$. Then, the number of elements in the set { n $$\in$$ {1, 2, ......, 100} : A n = A } is ____________.",0.98,"First, the solution calculates A^2 and A^4. It finds that A^4 equals the identity matrix I. Consequently, A^5 = A, A^9 = A, and so on. The values of n for which A^n = A are 1, 5, 9, ..., 97. The number of such values of n is 25.",100,100,100,100,100,"The similar question is an exact match to the original question in all aspects, including conceptual understanding, structural presentation, difficulty level, and the applicability of the solution approach. This makes it highly relevant.",13082,,2025-08-21 20:40:14
006d7,"माना A = $\begin{pmatrix} 1+i & 1 \ -i & 0 \end{pmatrix}$, जहाँ i = √-1 है। तो समुच्चय { n ∈ {1,2,......,100} : $A^n$ = A} में अवयवों की संख्या है _______ The image shows a mathematical expression defining a matrix A and a set condition. The matrix A is a 2x2 matrix with elements 1+i, 1, -i, and 0, where i is defined as the square root of -1. The problem asks to find the number of elements in the set of n belonging to {1, 2, ..., 100} such that A to the power of n equals A.",Mathematics,"Let $$A = \left( {\matrix{ {1 + i} & 1 \cr { - i} & 0 \cr } } \right)$$ where $$i = \sqrt { - 1} $$. Then, the number of elements in the set { n $$\in$$ {1, 2, ......, 100} : A n = A } is ____________.",0.98,"First, the solution calculates A^2 and A^4. It finds that A^4 equals the identity matrix I. Consequently, A^5 = A, A^9 = A, and so on. The values of n for which A^n = A are 1, 5, 9, ..., 97. The number of such values of n is 25.",100,100,100,100,100,"The similar question is identical to the original question in all aspects. The conceptual understanding required, the mathematical structure, and the difficulty level are precisely the same. Consequently, the solution approach is perfectly transferable and directly applicable without any modifications. This makes it an excellent similar question.",32888,,2025-08-21 21:11:52
00b31,अवकल सभीकरण $(x\sqrt{1+y^2}) dx + (y\sqrt{1+x^2})dy=0$ का हल है :,Mathematics,"Question Text:: x (y2 + 1) dx + y (x² + 1) dy = 0 {""goemetric_relationships"":[],""labels_and_symbols"":[],""spatial_arrangements"":[]}",0.9876,"The solution uses the variable separable method to solve the differential equation. First, the variables are separated to have x terms on one side and y terms on the other. Then, both sides are integrated, using substitution to solve the integrals. The logarithmic terms are simplified and combined using logarithm properties. Finally, the equation is converted from logarithmic to algebraic form by exponentiating both sides, resulting in the general solution.",90,85,90,95,90,"The similar question is highly relevant to the original question. Both are differential equations that can be solved using the variable separable method. The conceptual understanding required is almost identical, and the structural form is very similar, differing only in the specific terms under the square root in the original question versus squared terms in the similar question. The difficulty level is well-aligned, and the solution approach is directly transferable with minor adjustments for the different algebraic forms. The overall relevance is very high.",24179,,2025-08-21 21:12:46
00b31,अवकल सभीकरण $(x\sqrt{1+y^2}) dx + (y\sqrt{1+x^2})dy=0$ का हल है :,Mathematics,The solution of the differential equation x dy + y dx - \sqrt{1-x^{2}y^{2}}dx = 0 is,0.9886,"The given differential equation is solved by rearranging the terms and integrating. First, the equation is rewritten as \( \frac{xdy+ydx}{\sqrt{1-x^{2}y^{2}}} = dx \). Noticing that \( xdy + ydx = d(xy) \), the equation becomes \( \frac{d(xy)}{\sqrt{1-(xy)^{2}}} = dx \). Both sides are then integrated, yielding \( sin^{-1}(xy) = x + c \). Finally, solving for \( xy \), we get the solution \( xy = sin(x + c) \).",85,70,80,90,81,"The similar question shares a high conceptual and solution approach transferability with the original question, as both involve solving differential equations through integration and variable manipulation. The structural similarity is moderate, as the form of separation of variables differs slightly. The difficulty alignment is good, making it a relevant practice problem. The overall score indicates a strong relevance of the similar question.",11234,,2025-08-21 21:13:27
0159a,"If \(y = 1 + \frac{x_1}{x - x_1} + \frac{x_2 \cdot x}{(x - x_1)(x - x_2)} + \frac{x_3 \cdot x^2}{(x - x_1)(x - x_2)(x - x_3)} + \dots \) upto \((n + 1)\) terms then prove that \(\frac{dy}{dx} = \frac{y}{x} \left[ \frac{x_1}{x_1 - x} + \frac{x_2}{x_2 - x} + \frac{x_3}{x_3 - x} + \dots + \frac{x_n}{x_n - x} \right]\) The image shows a mathematical expression involving a series. The expression starts with 'If y = 1 +', followed by a series of terms. The general form of each term in the series is a fraction where the numerator involves a product of 'x' terms with subscripts (e.g., x1, x2, x3) and powers of 'x', and the denominator involves a product of differences of the form '(x - xi)', where 'i' is an index. The series continues up to (n+1) terms. Following this series, there is an expression to prove, which involves the derivative of 'y' with respect to 'x' (dy/dx). This expression equates dy/dx to a product of 'y/x' and a sum of fractions. Each fraction in the sum has a numerator of the form 'xi' and a denominator of the form 'xi - x', where 'i' ranges from 1 to n.",Mathematics,"If f (x) = x^{n}, then the value of f(1) + \frac{f^{1}(1)}{1} + \frac{f^{2}(1)}{2!} + \dots + \frac{f^{n}(1)}{n!}, where f^{r}(x) denotes the r^{th} order derivative of f(x) with respect to x, is",0.9678,"The approach involves finding the derivatives of f(x) = xⁿ, then evaluating these derivatives at x=1. After this, substitute these values into the given expression. Recognize that the resulting expression is the binomial expansion of (1+1)ⁿ, which simplifies to 2ⁿ.",20,10,30,10,17,"The similar question shares very little conceptual or structural similarity with the original question. The original question involves proving a derivative identity of a complex series, likely requiring properties of partial fractions or logarithmic differentiation. The similar question, however, is a straightforward application of Taylor series expansion (or binomial theorem) for a simple power function. The solution approaches are entirely different, making the transferability very low. The difficulty level of the similar question is significantly lower than the original question.",29448,,2025-08-21 21:14:27
01fb7,"If $sin^{-1}\frac{1}{3} + sin^{-1}\frac{2}{3} = sin^{-1}x$, then x is equal to :",Mathematics,"If sin (sin^{-1} \frac{1}{5} + cos^{-1} x) = 1, then x is equal to",0.9833,"Given the equation sin(sin^{-1}(1/5) + cos^{-1}(x)) = 1, we can deduce that sin^{-1}(1/5) + cos^{-1}(x) must equal π/2 because sin(π/2) = 1. Using the identity sin^{-1}(x) + cos^{-1}(x) = π/2, we can rewrite the equation as sin^{-1}(1/5) = π/2 - cos^{-1}(x) = sin^{-1}(x). Therefore, x = 1/5.",75,60,70,65,68,"The similar question shares a strong conceptual similarity with the original question, both involving inverse trigonometric functions and their properties/identities. The structural similarity is moderate, as the original question is a direct sum of inverse sines, while the similar question involves a sine of a sum. The difficulty alignment is reasonable; both require knowledge of inverse trigonometric identities. The solution approach from the similar question is partially transferable, as the core idea of using identities to simplify expressions is relevant, but the specific identity used (sin⁻¹x + cos⁻¹x = π/2) is different from what's needed for the original question (sum of two sin⁻¹ functions).",10219,,2025-08-21 21:15:07
027c1,"The angle between vector (A) and (A-B) is: The diagram shows a vector addition problem. Vector A and Vector B are shown, with an angle of 120 degrees between them. Vector -B is also shown.",Physics,"The angle between vector ($\bar{A}$)and ($\bar{A}$-$\bar{B}$)is: The diagram shows two vectors, A and B, with an angle of 120 degrees between them. A dashed vector labeled '-B' is also shown. The angle between vector A and the resultant vector (A-B) is labeled as beta.",0.9818,"The solution calculates the angle between vector A and (A-B). It uses the formula tan α = (B sin θ) / (A - B cos θ), where θ is the angle between vectors A and B. Given that the angle between A and B is 60 degrees, sin 60 = √3/2 and cos 60 = 1/2 are substituted into the formula. This simplifies to tan α = (B * √3/2) / (A - B * 1/2), which further simplifies to the final answer.",90,85,90,95,90,"The similar question is highly relevant. It addresses the exact same core concept of finding the angle between vector A and (A-B) when the angle between A and B is given. The structural elements are very similar, both mentioning a diagram and specific vectors. The difficulty level is well-aligned, requiring the application of the same vector addition/subtraction principles. The solution approach is directly transferable, as the formula used is applicable to both questions, only requiring an adjustment for the angle between A and -B if derived from the angle between A and B.",12751,,2025-08-21 21:15:50
027c1,"The angle between vector (A) and (A-B) is: The diagram shows a vector addition problem. Vector A and Vector B are shown, with an angle of 120 degrees between them. Vector -B is also shown.",Physics,"The angle between vector $$\left( {\overrightarrow A } \right)$$ and $$\left( {\overrightarrow A - \overrightarrow B } \right)$$ is : The diagram shows a vector addition/subtraction problem. Vector A is drawn horizontally. Vector B is drawn such that the angle between vector A and vector B is 120 degrees. A dashed line represents -B. The resultant vector (A - B) is drawn from the tail of A to the head of -B, forming a triangle. The angle between vector A and the resultant vector (A - B) is labeled as beta.",0.9779,"The angle between vector A and vector B is 60 degrees, so the angle between vector A and -B is 120 degrees. The tangent of the angle α between A and (A-B) is given by the formula tan α = |(-B)|sinθ / (A + |(-B)|cosθ). Substituting θ = 120 degrees, we get tan α = (B sin 120°) / (A + B cos 120°) = (B√(3)/2) / (A - B/2), which simplifies to tan α = (√(3)B) / (2A - B).",95,90,90,95,93,"The similar question is highly relevant as it addresses the exact same core concept of finding the angle between two vectors, specifically A and (A-B). The structural setup, including the diagram description and the involved vectors, is nearly identical. The difficulty level is perfectly aligned, and the provided solution approach is directly applicable with only minor adjustments to numerical values if any. The small discrepancy in the angle between A and B in the provided solution approach (60 degrees vs 120 degrees in the question) is a minor detail that can be easily corrected for direct transferability.",14116,,2025-08-21 21:16:34
02b82,A rod of length L has a total charge Q distributed uniformly along its length. It is bent in the shape of a semicircle. Find the magnitude of the electric field at the centre of curvature of the semicircle.,Physics,"A thin glass rod is bent into a semicircle of radius r. A charge+ Q is uniformly distributed along the upper half and a charge – Q is uniformly distributed along the lower half, as shown in (figure). The electric field E at P, the centre of the semicircle, is: A thin glass rod is bent into a semicircle of radius r. A charge +Q is uniformly distributed along the upper half (marked as A) and a charge -Q is uniformly distributed along the lower half (marked as B). O is the center of the semicircle. P is a point at the center of the semicircle.",0.9801,The electric field E at point P is calculated by considering the contributions from both the upper (positive charge) and lower (negative charge) halves of the semicircle. The electric field is the square root of the sum of squares of E1 and E2. E1 and E2 are equal and calculated using the formula 2k*lambda/r * sin(90/2). The value of E_net is then found by substituting values.,90,75,80,85,83,"The similar question shares a very high conceptual similarity with the original question, both dealing with electric fields at the center of a charged semicircle. The structural setup is also quite similar. The main difference in difficulty comes from the charge distribution (uniform positive vs. split positive/negative), which slightly increases the complexity for the similar question. The solution approach is highly transferable, as the core method of integration/vector addition for electric fields from curved charge distributions remains the same, with minor adjustments for the charge distribution difference.",11750,,2025-08-21 21:17:16
02b82,A rod of length L has a total charge Q distributed uniformly along its length. It is bent in the shape of a semicircle. Find the magnitude of the electric field at the centre of curvature of the semicircle.,Physics,"Figure shows a rod AB, which is bent in a 120$$^\circ$$ circular arc of radius R. A charge ($$-$$Q) is uniformly distributed over rod AB. What is the electric field $$\overrightarrow E $$ at the centre of curvature O ? The image shows a rod AB, which is bent in a 120$$^\circ$$ circular arc of radius R. A charge ($$-$$Q) is uniformly distributed over rod AB. The center of curvature is labeled as O. The coordinate axes X and Y are shown with O as the origin. The angle between the X-axis and line OA is 60$$^\circ$$. Similarly, the angle between the X-axis and line OB is 60$$^\circ$$.",0.9796,"The electric field at the center of curvature O is calculated using the formula for the electric field due to a charged arc. The linear charge density λ is found by dividing the total charge -Q by the arc length. Then, λ is substituted into the electric field formula, along with the angle θ/2 (which is 60 degrees), to find the electric field E. Finally, the expression is simplified to obtain the final answer.",90,85,90,95,90,"The similar question is highly relevant to the original question. Both questions involve calculating the electric field at the center of curvature of a charged arc. The main difference lies in the specific angle of the arc (semicircle vs. 120 degrees) and the sign of the charge, which are minor variations. The solution approach is directly transferable, requiring only a change in the angle parameter.",13572,,2025-08-21 21:17:59
031a8,"एक समान आवेशित समाक्षीय वलयो के लिए दोनों वलय के केन्द्र के मध्य विभावन्तर ज्ञात कीजिए The diagram shows two coaxial rings. The ring on the left has a radius R and a charge Q, centered at point A. The ring on the right has a radius 2R and a charge 2Q, centered at point B. The distance between the centers A and B of the two rings is 2R, as indicated by a line segment labeled '2R'. A dashed line connects the centers A and B of the two rings.",Physics,"The two thin coaxial rings, each of radius 'a' and having charges +Q and $$-$$Q respectively are separated by a distance of 's'. The potential difference between the centres of the two rings is :",0.981,"The potential at point A (\(V_A\)) is calculated by summing the potential due to the positive charge on ring A and the negative charge on ring B. Similarly, the potential at point B (\(V_B\)) is calculated by summing the potential due to the negative charge on ring B and the positive charge on ring A. The potential difference between points A and B (\(V_A - V_B\)) is then found by subtracting \(V_B\) from \(V_A\), simplifying the expression to obtain the final result.",90,85,80,95,88,"The similar question is highly relevant as it addresses the core concept of potential difference between coaxial rings. The conceptual and structural similarity are high, as both questions involve calculating potential due to charged rings and then finding the difference between centers. The difficulty is well-aligned, requiring similar steps. The solution approach is almost directly transferable, making this a very useful similar question.",19853,,2025-08-21 21:18:49
03604,lim x→0 cos(xeˣ)-cos(xe⁻ˣ)/x³,Mathematics,$\lim_{x \to 0} \frac{1-\cos^5 x \cos^3 2x}{x^2}$ का मान ____ होगा।,0.9835,"To evaluate the given limit, the numerator is rewritten by adding and subtracting $\cos^5 x$ to split the limit into two parts: $\lim_{x \to 0} \frac{1 - \cos^5 x}{x^2}$ and $\lim_{x \to 0} \frac{\cos^5 x (1 - \cos^3 2x)}{x^2}$. For the first limit, the identity $1-y^5 = (1-y)(1+y+y^2+y^3+y^4)$ is used, along with the fact that $\lim_{x \to 0} \frac{1 - \cos x}{x^2} = \frac{1}{2}$, to find the limit as $\frac{5}{2}$. For the second limit, the identity $1-y^3 = (1-y)(1+y+y^2)$ is used, along with $1-\cos 2x = 2\sin^2 x$, to find the limit as 6. Finally, the two limits are summed to get the final answer.",60,40,70,50,55,"The similar question shares the core concept of evaluating limits involving trigonometric functions and indeterminate forms (0/0), often requiring L'Hopital's rule or series expansions/algebraic manipulation. However, the structure differs significantly. The original question uses a difference of cosines with exponential arguments, suggesting a Taylor expansion approach or a specific trigonometric identity relating to $\cos A - \cos B$. The similar question involves powers of cosines and requires factoring and using standard limits like $\lim_{x \to 0} (1-\cos x)/x^2 = 1/2$. The difficulty alignment is moderate; both require careful algebraic manipulation, but the original might be slightly more complex due to the exponential terms within the cosine arguments. The solution approach transferability is limited; while both deal with limits, the specific identities and splitting techniques used in the similar question are not directly applicable to the original. The original question would likely benefit more from Taylor series expansion of $\cos(u)$ where $u = xe^x$ or $u = xe^{-x}$, or by applying trigonometric sum-to-product formulas after identifying the specific structure.",14814,,2025-08-21 21:19:34
03604,lim x→0 cos(xeˣ)-cos(xe⁻ˣ)/x³,Mathematics,\(\lim_{x \to 0} \frac{27^x - 9^x - 3^x + 1}{\sqrt{2} - \sqrt{1 + \cos x}}\),0.9832,"To find the limit, we first simplify the numerator by factoring $27^x - 9^x - 3^x + 1$ and substituting $y = 3^x$ to get $(3^x - 1)^2 (3^x + 1)$. Then, we rationalize the denominator $\sqrt{2} - \sqrt{1 + \cos x}$ and use the identity $1 - \cos x = 2 \sin^2 \frac{x}{2}$ to simplify it. We then apply standard limits $\lim_{x \to 0} \frac{a^x - 1}{x} = \ln a$ and $\lim_{x \to 0} \frac{\sin x}{x} = 1$ by rearranging terms. Finally, we evaluate the limit by substituting the values and simplifying the expression to get the final answer.",60,30,70,40,50,"The similar question shares the core concept of evaluating limits at 0 and requires L'Hopital's rule or series expansion for both. The structural similarity is moderate as the original question involves trigonometric differences in the numerator, while the similar question has exponential terms and a square root in the denominator. The difficulty is somewhat aligned, as both require algebraic manipulation and application of limit properties. The solution approach transferability is limited because the specific techniques (factoring exponentials vs. trigonometric identities) differ significantly, although the general strategy of simplifying expressions and applying standard limits is transferable.",13245,,2025-08-21 21:20:17
